country,city,kind,longitude,latitude,count
강원,강릉시,병원,129.0094855,37.70582966,3
강원,강릉시,보건소,129.0094855,37.70582966,1
강원,강릉시,보건의료원,129.0094855,37.70582966,0
강원,강릉시,보건지소,129.0094855,37.70582966,7
강원,강릉시,보건진료소,129.0094855,37.70582966,9
강원,강릉시,상급종합,129.0094855,37.70582966,0
강원,강릉시,요양병원,129.0094855,37.70582966,3
강원,강릉시,의원,129.0094855,37.70582966,115
강원,강릉시,조산원,129.0094855,37.70582966,0
강원,강릉시,종합병원,129.0094855,37.70582966,4
강원,강릉시,치과병원,129.0094855,37.70582966,1
강원,강릉시,치과의원,129.0094855,37.70582966,58
강원,강릉시,한방병원,129.0094855,37.70582966,1
강원,강릉시,한의원,129.0094855,37.70582966,59
강원,고성군,병원,128.4174511,38.51511109,0
강원,고성군,보건소,128.4174511,38.51511109,1
강원,고성군,보건의료원,128.4174511,38.51511109,0
강원,고성군,보건지소,128.4174511,38.51511109,4
강원,고성군,보건진료소,128.4174511,38.51511109,9
강원,고성군,상급종합,128.4174511,38.51511109,0
강원,고성군,요양병원,128.4174511,38.51511109,0
강원,고성군,의원,128.4174511,38.51511109,7
강원,고성군,조산원,128.4174511,38.51511109,0
강원,고성군,종합병원,128.4174511,38.51511109,0
강원,고성군,치과병원,128.4174511,38.51511109,0
강원,고성군,치과의원,128.4174511,38.51511109,5
강원,고성군,한방병원,128.4174511,38.51511109,0
강원,고성군,한의원,128.4174511,38.51511109,4
강원,동해시,병원,129.0904735,37.59337394,2
강원,동해시,보건소,129.0904735,37.59337394,1
강원,동해시,보건의료원,129.0904735,37.59337394,0
강원,동해시,보건지소,129.0904735,37.59337394,1
강원,동해시,보건진료소,129.0904735,37.59337394,0
강원,동해시,상급종합,129.0904735,37.59337394,0
강원,동해시,요양병원,129.0904735,37.59337394,3
강원,동해시,의원,129.0904735,37.59337394,49
강원,동해시,조산원,129.0904735,37.59337394,0
강원,동해시,종합병원,129.0904735,37.59337394,1
강원,동해시,치과병원,129.0904735,37.59337394,0
강원,동해시,치과의원,129.0904735,37.59337394,26
강원,동해시,한방병원,129.0904735,37.59337394,0
강원,동해시,한의원,129.0904735,37.59337394,17
강원,삼척시,병원,129.3082554,37.28911647,1
강원,삼척시,보건소,129.3082554,37.28911647,1
강원,삼척시,보건의료원,129.3082554,37.28911647,0
강원,삼척시,보건지소,129.3082554,37.28911647,8
강원,삼척시,보건진료소,129.3082554,37.28911647,6
강원,삼척시,상급종합,129.3082554,37.28911647,0
강원,삼척시,요양병원,129.3082554,37.28911647,1
강원,삼척시,의원,129.3082554,37.28911647,28
강원,삼척시,조산원,129.3082554,37.28911647,0
강원,삼척시,종합병원,129.3082554,37.28911647,1
강원,삼척시,치과병원,129.3082554,37.28911647,0
강원,삼척시,치과의원,129.3082554,37.28911647,12
강원,삼척시,한방병원,129.3082554,37.28911647,0
강원,삼척시,한의원,129.3082554,37.28911647,10
강원,속초시,병원,128.6041425,38.19013516,0
